0.0;81;0.00
5.102;81;0.00
5.157;81;0.00
5.203;81;65.03
5.254;81;65.03
5.302;81;65.03
5.351;81;105.12
5.403;81;105.12
5.452;81;105.12
5.502;81;109.58
5.552;81;109.58
5.603;81;109.58
5.652;81;110.47
5.702;81;110.47
5.753;81;110.47
5.803;81;110.47
5.853;81;110.47
5.902;81;110.47
5.952;81;110.92
6.003;81;110.92
6.053;81;110.92
6.103;81;110.47
6.153;81;110.47
6.202;81;110.47
6.252;81;110.92
6.302;81;110.92
6.352;81;110.92
6.403;81;110.92
6.452;81;110.92
6.503;81;110.92
6.553;81;110.92
6.602;81;110.92
6.652;81;110.92
6.702;81;110.92
6.753;81;110.92
6.802;81;110.92
6.852;81;110.92
6.902;81;110.92
6.952;81;110.92
7.003;81;110.92
7.053;81;110.92
7.102;81;110.92
7.152;81;110.92
7.202;81;110.92
7.253;81;110.92
7.302;81;110.92
7.353;81;110.92
7.403;81;110.92
7.453;81;110.92
7.502;81;110.92
7.552;81;110.92
7.602;81;110.92
7.653;81;110.92
7.702;81;110.92
7.752;81;110.92
7.802;81;110.92
7.852;81;110.92
7.903;81;110.92
7.952;81;110.92
8.002;81;110.92
8.052;81;110.92
8.102;81;110.92
8.152;81;110.92
8.202;81;110.92
8.252;81;110.92
8.302;81;110.92
8.352;81;110.92
8.403;81;110.92
8.453;81;110.92
8.502;81;110.92
8.552;81;110.92
8.602;81;110.92
8.652;81;110.92
8.702;81;110.92
8.752;81;110.92
8.802;81;110.92
8.852;81;110.92
8.902;81;110.92
8.952;81;111.36
9.002;81;111.36
9.052;81;111.36
9.103;81;110.92
9.152;81;110.92
9.203;81;110.92
9.252;81;110.92
9.303;81;110.92
9.353;81;110.92
9.402;81;110.92
9.452;81;110.92
9.502;81;110.92
9.552;81;110.92
9.603;81;110.92
9.652;81;110.92
9.703;81;111.36
9.752;81;111.36
9.802;81;111.36
9.853;81;110.92
9.903;81;110.92
9.952;81;110.92
10.002;81;110.92
10.052;84;110.92
10.103;84;110.92
10.152;84;111.36
10.202;84;111.36
10.253;84;111.36
10.303;84;112.25
10.353;84;112.25
10.402;84;112.25
10.452;84;111.81
10.502;84;111.81
10.553;84;111.81
10.603;84;112.25
10.653;84;112.25
10.702;84;112.25
10.753;84;112.25
10.803;84;112.25
10.852;84;112.25
10.903;84;112.25
10.952;84;112.25
11.002;84;112.25
11.052;84;111.81
11.103;84;111.81
11.152;84;111.81
11.202;84;112.25
11.252;84;112.25
11.302;84;112.25
11.352;84;111.81
11.403;84;111.81
11.453;84;111.81
11.502;84;112.25
11.552;84;112.25
11.602;84;112.25
11.652;84;111.81
11.702;84;111.81
11.753;84;111.81
11.802;84;112.25
11.853;84;112.25
11.902;84;112.25
11.952;84;111.81
12.002;84;111.81
12.052;84;111.81
12.103;84;112.25
12.152;84;112.25
12.202;84;112.25
12.252;84;112.25
12.303;84;112.25
